Unique_ID,Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date,Date
H7728-809,H7728,809.0,Local CCP,Local PPO,No,No,Yes,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,Anthem Medicare Preferred (PPO),Anthem Inc.,01/01/2013,2019-09-01
H7728-5,H7728,5.0,Local CCP,Local PPO,Yes,No,No,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Access (PPO),Anthem Inc.,01/01/2013,2019-09-01
H7844-1,H7844,1.0,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"MOLINA HEALTHCARE OF MICHIGAN, INC.",Molina Healthcare of Michigan,Molina Dual Options (Medicare-Medicaid Plan),"Molina Healthcare, Inc.,",05/01/2015,2019-09-01
H7853-2,H7853,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY,Bright Health,Bright Advantage Plus (HMO),"Bright Health, Inc.",01/01/2018,2019-09-01
H7917-802,H7917,802.0,Local CCP,Local PPO,Yes,No,Yes,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Plus (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-801,H7917,801.0,Local CCP,Local PPO,Yes,No,Yes,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Plus (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-33,H7917,33.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Garnet (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-32,H7917,32.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Garnet (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-31,H7917,31.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Sapphire (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-30,H7917,30.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Sapphire (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-15,H7917,15.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Ruby (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-14,H7917,14.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Ruby (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-13,H7917,13.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Ruby (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7853-1,H7853,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY,Bright Health,Bright Advantage (HMO),"Bright Health, Inc.",01/01/2018,2019-09-01
H7917-12,H7917,12.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Ruby (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-10,H7917,10.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Diamond (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-9,H7917,9.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Diamond (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7917-8,H7917,8.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Diamond (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7890-1,H7890,1.0,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,SANTA CLARA COUNTY HEALTH AUTHORITY,Santa Clara Family Health Plan Cal MediConnect,Santa Clara Family Health Plan (Medicare-Medicaid Plan),SANTA CLARA COUNTY HEALTH AUTHORITY,01/01/2015,2019-09-01
H7885-1,H7885,1.0,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,CareAdvantage Cal MediConnect Plan (Medicare-Medicaid Plan),Health Plan of San Mateo,04/01/2014,2019-09-01
H7855-2,H7855,2.0,National PACE,National PACE,Yes,No,No,"BRANDMAN CENTERS FOR SENIOR CARE, INC.",Brandman Centers for Senior Care,Brandman Centers for Senior Care-Medicare Only (PACE),Los Angeles Jewish Home for the Aging,02/01/2013,2019-09-01
H7855-1,H7855,1.0,National PACE,National PACE,Yes,No,No,"BRANDMAN CENTERS FOR SENIOR CARE, INC.",Brandman Centers for Senior Care,Brandman Centers for Senior Care-Dual (PACE),Los Angeles Jewish Home for the Aging,02/01/2013,2019-09-01
H7853-4,H7853,4.0,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY,Bright Health,Bright Advantage Choice Plus (HMO-POS),"Bright Health, Inc.",01/01/2018,2019-09-01
H7853-3,H7853,3.0,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY,Bright Health,Bright Advantage Choice (HMO-POS),"Bright Health, Inc.",01/01/2018,2019-09-01
H7917-11,H7917,11.0,Local CCP,Local PPO,Yes,No,No,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueAdvantage Diamond (PPO),BlueCross BlueShield of Tennessee,01/01/2008,2019-09-01
H7262-1,H7262,1.0,National PACE,National PACE,Yes,No,No,TRU COMMUNITY CARE,TRU PACE,TRU Community Care (PACE),TRU Community Care,02/01/2017,2019-09-01
H7728-4,H7728,4.0,Local CCP,Local PPO,Yes,No,No,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Access (PPO),Anthem Inc.,01/01/2013,2019-09-01
H7680-806,H7680,806.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7464-1,H7464,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF THE MID-ATLANTIC, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete (HMO SNP),"UnitedHealth Group, Inc.",01/01/2018,2019-09-01
H7445-4,H7445,4.0,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ILLINOIS, INC.",UnitedHealthcare,UnitedHealthcare MedicareComplete (HMO),"UnitedHealth Group, Inc.",01/01/2018,2019-09-01
H7419-1,H7419,1.0,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"TUFTS HEALTH PUBLIC PLANS, INC.",Tufts Health Plan,Tufts Health Unify (Medicare-Medicaid Plan),"Tufts Health Plan, Inc",10/01/2013,2019-09-01
H7404-6,H7404,6.0,Local CCP,Local PPO,Yes,No,No,PACIFICARE LIFE ASSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Lakeshore (PPO),"UnitedHealth Group, Inc.",01/01/2019,2019-09-01
H7404-5,H7404,5.0,Local CCP,Local PPO,Yes,No,No,PACIFICARE LIFE ASSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Headwaters (PPO),"UnitedHealth Group, Inc.",01/01/2019,2019-09-01
H7404-4,H7404,4.0,Local CCP,Local PPO,Yes,No,No,PACIFICARE LIFE ASSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Sync (PPO),"UnitedHealth Group, Inc.",01/01/2019,2019-09-01
H7404-2,H7404,2.0,Local CCP,Local PPO,Yes,No,No,PACIFICARE LIFE ASSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Lakeshore (PPO),"UnitedHealth Group, Inc.",01/01/2019,2019-09-01
H7404-1,H7404,1.0,Local CCP,Local PPO,Yes,No,No,PACIFICARE LIFE ASSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Headwaters (PPO),"UnitedHealth Group, Inc.",01/01/2019,2019-09-01
H7326-2,H7326,2.0,Local CCP,Local PPO,Yes,No,No,"WELLCARE OF SOUTH CAROLINA, INC.",WellCare,WellCare Prime (PPO),"WellCare Health Plans, Inc.",01/01/2018,2019-09-01
H7469-1,H7469,1.0,National PACE,National PACE,Yes,No,No,PACE PARTNERS OF NORTHEAST FLORIDA,PACE Partners of Northeast Florida,PACE Partners of Northeast Florida (PACE),"Community Hospice of Northeast Florida, Inc.",Contract Effective Date_blank,2019-09-01
H7326-1,H7326,1.0,Local CCP,Local PPO,Yes,No,No,"WELLCARE OF SOUTH CAROLINA, INC.",WellCare,WellCare Premier (PPO),"WellCare Health Plans, Inc.",01/01/2018,2019-09-01
H7317-1,H7317,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),HMSA Essential Advantage,Essential Advantage (HMO),Hawaii Medical Service Association,01/01/2018,2019-09-01
H7301-803,H7301,803.0,Local CCP,Local PPO,No,No,Yes,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra MA Only (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7301-801,H7301,801.0,Local CCP,Local PPO,Yes,No,Yes,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra MA Integrated Calendar (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7301-9,H7301,9.0,Local CCP,Local PPO,Yes,No,No,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra Complete (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7301-7,H7301,7.0,Local CCP,Local PPO,Yes,No,No,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra Value (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7301-6,H7301,6.0,Local CCP,Local PPO,Yes,No,No,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra Value (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7301-2,H7301,2.0,Local CCP,Local PPO,Yes,No,No,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Medicare,Advantra (PPO),CVS Health Corporation,01/01/2008,2019-09-01
H7284-2,H7284,2.0,Local CCP,Local PPO,Yes,No,No,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.",Humana,HumanaChoice Florida H7284-002 (PPO),Humana Inc.,01/01/2019,2019-09-01
H7284-1,H7284,1.0,Local CCP,Local PPO,Yes,No,No,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.",Humana,HumanaChoice Florida H7284-001 (PPO),Humana Inc.,01/01/2019,2019-09-01
H7317-801,H7317,801.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),HMSA Essential Advantage,Essential Advantage EGWP with Drug CY (HMO),Hawaii Medical Service Association,01/01/2018,2019-09-01
H7728-2,H7728,2.0,Local CCP,Local PPO,Yes,No,No,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Access (PPO),Anthem Inc.,01/01/2013,2019-09-01
H7469-2,H7469,2.0,National PACE,National PACE,Yes,No,No,PACE PARTNERS OF NORTHEAST FLORIDA,PACE Partners of Northeast Florida,PACE Partners of Northeast Florida MO (PACE),"Community Hospice of Northeast Florida, Inc.",Contract Effective Date_blank,2019-09-01
H7501-2,H7501,2.0,National PACE,National PACE,Yes,No,No,ORANGE COUNTY HEALTH AUTHORITY,CalOptima PACE,CalOptima PACE (PACE),Orange County Health Authority,09/01/2013,2019-09-01
H7680-805,H7680,805.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-804,H7680,804.0,Local CCP,HMO/HMOPOS,No,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-803,H7680,803.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-802,H7680,802.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-801,H7680,801.0,Local CCP,HMO/HMOPOS,No,No,Yes,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Health Plan (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-2,H7680,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Plus (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7680-1,H7680,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,PROMINENCE HEALTHFIRST OF TEXAS,Prominence Health Plan,Prominence Plus (HMO),"Universal Health Services, Inc.",01/01/2015,2019-09-01
H7678-1,H7678,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.",Molina Medicare Options Plus (HMO SNP),"Molina Healthcare, Inc.,",01/01/2008,2019-09-01
H7660-2,H7660,2.0,National PACE,National PACE,Yes,No,No,"VIECARE BEAVER, LLC",LIFE Beaver and Lawrence Counties,"VieCare Beaver, LLC dba LIFE Beaver and Lawrence C (PACE)",Lutheran SeniorLife,11/01/2008,2019-09-01
H7501-1,H7501,1.0,National PACE,National PACE,Yes,No,No,ORANGE COUNTY HEALTH AUTHORITY,CalOptima PACE,CalOptima PACE (PACE),Orange County Health Authority,09/01/2013,2019-09-01
H7660-1,H7660,1.0,National PACE,National PACE,Yes,No,No,"VIECARE BEAVER, LLC",LIFE Beaver and Lawrence Counties,"VieCare Beaver, LLC dba LIFE Beaver and Lawrence C (PACE)",Lutheran SeniorLife,11/01/2008,2019-09-01
H7621-2,H7621,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.",Humana,Humana Community (HMO),Humana Inc.,01/01/2019,2019-09-01
H7621-1,H7621,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.",Humana,Humana Community (HMO),Humana Inc.,01/01/2019,2019-09-01
H7619-2,H7619,2.0,National PACE,National PACE,Yes,No,No,"ATLANTICARE HEALTH SERVICES, INC.",AtlantiCare LIFE Connection,AtlantiCare LIFE Connection (PACE),Geisinger Health,10/01/2017,2019-09-01
H7619-1,H7619,1.0,National PACE,National PACE,Yes,No,No,"ATLANTICARE HEALTH SERVICES, INC.",AtlantiCare LIFE Connection,AtlantiCare LIFE Connection (PACE),Geisinger Health,10/01/2017,2019-09-01
H7522-802,H7522,802.0,Local CCP,Local PPO,Yes,No,Yes,"MMM HEALTHCARE, LLC",Medicare y Mucho Más,First+Plus Advantage Group Calendar (PPO),InnovaCare Inc.,01/01/2016,2019-09-01
H7522-801,H7522,801.0,Local CCP,Local PPO,Yes,No,Yes,"MMM HEALTHCARE, LLC",Medicare y Mucho Más,First+Plus Advantage Group Non Calendar (PPO),InnovaCare Inc.,01/01/2016,2019-09-01
H7522-1,H7522,1.0,Local CCP,Local PPO,Yes,No,No,"MMM HEALTHCARE, LLC",Medicare y Mucho Más,MMM Advantage (PPO),InnovaCare Inc.,01/01/2016,2019-09-01
H7511-2,H7511,2.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GOOD SAMARITAN INSURANCE PLAN OF NEBRASKA, INC.",Great Plains Medicare Advantage,Great Plains Medicare Advantage Gold (HMO SNP),Sanford Health,01/01/2018,2019-09-01
H7511-1,H7511,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GOOD SAMARITAN INSURANCE PLAN OF NEBRASKA, INC.",Great Plains Medicare Advantage,Great Plains Medicare Advantage (HMO SNP),Sanford Health,01/01/2018,2019-09-01
H7621-3,H7621,3.0,Local CCP,HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.",Humana,Humana Community (HMO),Humana Inc.,01/01/2019,2019-09-01
H5610-1,H5610,1.0,National PACE,National PACE,Yes,No,No,CARE RESOURCES,Care Resources,Care Resources (PACE),Care Resources,09/01/2006,2019-09-01
H5216-9,H5216,9.0,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-009 (PPO),Humana Inc.,07/01/2005,2019-09-01
H5608-1,H5608,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"DENVER HEALTH MEDICAL PLAN, INC.","Denver Health Medical Plan, Inc.",Denver Health Medicare Choice (HMO SNP),Denver Health and Hospital Authority,01/01/2006,2019-09-01
H5262-1,H5262,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,Gundersen Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5256-4,H5256,4.0,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates Freedom Plan (Cost),"Medical Associates Clinic, P.C.",02/01/1996,2019-09-01
H5256-2,H5256,2.0,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates Community Plan (Cost),"Medical Associates Clinic, P.C.",02/01/1996,2019-09-01
H5256-1,H5256,1.0,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates SmartPlan (Cost),"Medical Associates Clinic, P.C.",02/01/1996,2019-09-01
H5253-823,H5253,823.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-822,H5253,822.0,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-821,H5253,821.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-820,H5253,820.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-819,H5253,819.0,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-818,H5253,818.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-817,H5253,817.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-816,H5253,816.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-815,H5253,815.0,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-814,H5253,814.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-813,H5253,813.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-812,H5253,812.0,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-811,H5253,811.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-810,H5253,810.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5253-805,H5253,805.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5262-3,H5262,3.0,Local CCP,HMO/HMOPOS,Yes,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,Gundersen Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-4,H5262,4.0,Local CCP,HMO/HMOPOS,No,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,Gundersen Senior Preferred Value (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-5,H5262,5.0,Local CCP,HMO/HMOPOS,No,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,Gundersen Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-7,H5262,7.0,Local CCP,HMO/HMOPOS,Yes,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,UW Health Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5294-6,H5294,6.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUPERIOR HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,01/01/2008,2019-09-01
H5294-2,H5294,2.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUPERIOR HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,01/01/2008,2019-09-01
H5280-1,H5280,1.0,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,Molina Dual Options  MyCareOhio (Medicare-Medicaid Plan),"Molina Healthcare, Inc.,",05/01/2014,2019-09-01
H5273-3,H5273,3.0,Local CCP,HMO/HMOPOS,Yes,No,No,"CAREPARTNERS OF CONNECTICUT, INC.",CarePartners of Connecticut,CarePartners of CT CareAdvantage Premier (HMO),"Tufts Health Plan, Inc",01/01/2019,2019-09-01
H5273-2,H5273,2.0,Local CCP,HMO/HMOPOS,Yes,No,No,"CAREPARTNERS OF CONNECTICUT, INC.",CarePartners of Connecticut,CarePartners of CT CareAdvantage Prime (HMO),"Tufts Health Plan, Inc",01/01/2019,2019-09-01
H5273-1,H5273,1.0,Local CCP,HMO/HMOPOS,Yes,No,No,"CAREPARTNERS OF CONNECTICUT, INC.",CarePartners of Connecticut,CarePartners of CT CareAdvantage Preferred (HMO),"Tufts Health Plan, Inc",01/01/2019,2019-09-01
H5264-5,H5264,5.0,1876 Cost,1876 Cost,No,No,No,"DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.",DeanCare Gold Shared Value (Cost),SSM Healthcare Corporation,01/01/1999,2019-09-01
H5264-3,H5264,3.0,1876 Cost,1876 Cost,No,No,No,"DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.",DeanCare Gold Basic (Cost),SSM Healthcare Corporation,01/01/1999,2019-09-01
H5264-2,H5264,2.0,1876 Cost,1876 Cost,No,No,No,"DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.",DeanCare Gold Enhanced (Cost),SSM Healthcare Corporation,01/01/1999,2019-09-01
H5253-802,H5253,802.0,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",08/01/1995,2019-09-01
H5262-802,H5262,802.0,Local CCP,HMO/HMOPOS,No,No,Yes,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,Employer Group Senior Preferred (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-20,H5262,20.0,Local CCP,HMO/HMOPOS,No,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,SwedishAmerican Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-19,H5262,19.0,Local CCP,HMO/HMOPOS,Yes,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,SwedishAmerican Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
H5262-18,H5262,18.0,Local CCP,HMO/HMOPOS,Yes,No,No,QUARTZ HEALTH PLAN CORPORATION,Senior Preferred,SwedishAmerican Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,08/01/1999,2019-09-01
